#time,accel_x,accel_y,accel_z
59397.521319,-2368.659014,-7179.997637,0.000000
59397.521629,1702.473667,-11843.295072,2374.896044
59397.521939,0.000000,-9548.656652,1225.752797
59397.522249,-222.061783,-9474.636058,689.485948
59397.522558,0.000000,-9178.553681,689.485948
59397.522868,-370.102971,-9104.533087,536.266849
59397.523178,-74.020594,-8290.306550,-76.609550
59397.523488,-2368.659014,-7179.997637,0.000000
59397.523797,-1776.494261,-8068.244768,0.000000
59397.524107,518.144159,-9474.636058,-76.609550
59397.524417,0.000000,-9548.656652,1225.752797
59397.524727,-74.020594,-9474.636058,1225.752797
59397.525036,0.000000,-7772.162391,306.438199
59397.525346,-74.020594,-9474.636058,612.876398
59397.525656,-296.082377,-9030.512492,919.314598
59397.525966,-148.041188,-9030.512492,766.095498
59397.526275,1702.473667,-9474.636058,-76.609550
59397.526585,-74.020594,-8290.306550,536.266849
59397.526895,-1776.494261,-7772.162391,0.000000
59397.527205,1110.308913,-10658.965565,-76.609550
59397.527514,-2368.659014,-8364.327145,306.438199
59397.527824,0.000000,-8512.368333,1225.752797
59397.528134,-2072.576638,-7772.162391,0.000000
59397.528444,-592.164754,-9104.533087,919.314598
59397.528753,-518.144159,-8808.450710,842.705048
59397.529063,-148.041188,-8956.491898,919.314598
59397.529373,-74.020594,-10955.047942,2374.896044
59397.529683,-74.020594,-9474.636058,1149.143247
59397.529992,-444.123565,-8290.306550,229.828649
59397.530302,222.061783,-11843.295072,2987.772442
59397.530612,-2960.823768,-7179.997637,0.000000
59397.530922,0.000000,-8956.491898,0.000000
59397.531231,-370.102971,-8438.347739,76.609550
59397.531541,-518.144159,-9030.512492,842.705048
59397.531851,-222.061783,-9474.636058,766.095498
59397.532161,-370.102971,-9030.512492,536.266849
59397.532470,0.000000,-9844.739029,3217.601092
59397.532780,-74.020594,-10658.965565,2374.896044
59397.533090,-74.020594,-9474.636058,1149.143247
59397.533400,0.000000,-8364.327145,1225.752797
59397.533709,-74.020594,-9474.636058,-76.609550
59397.534019,-2368.659014,-6587.832884,0.000000
59397.534329,-74.020594,-9474.636058,1149.143247
59397.534639,-444.123565,-8734.430116,689.485948
59397.534948,-444.123565,-9030.512492,995.924147
59397.535258,-148.041188,-9104.533087,1149.143247
59397.535568,0.000000,-7772.162391,0.000000
59397.535878,592.164754,-9844.739029,2451.505594
59397.536187,-74.020594,-9474.636058,1762.019645
59397.536497,-2368.659014,-7179.997637,0.000000
59397.536807,-74.020594,-10658.965565,1762.019645
59397.537117,-1110.308913,-7402.059420,-383.047749
59397.537426,-74.020594,-10362.883188,1762.019645
59397.537736,-666.185348,-8882.471304,383.047749
59397.538046,-592.164754,-8882.471304,842.705048
59397.538356,-666.185348,-9030.512492,612.876398
59397.538665,-2368.659014,-6587.832884,0.000000
59397.538975,0.000000,-8364.327145,1225.752797
59397.539285,518.144159,-9474.636058,3294.210641
59397.539595,-2368.659014,-6587.832884,-1455.581446
59397.539904,888.247130,-10362.883188,2145.067394
59397.540214,-74.020594,-9474.636058,-76.609550
59397.540524,592.164754,-9992.780217,1608.800546
59397.540834,-74.020594,-9252.574275,1149.143247
59397.541143,-370.102971,-9178.553681,1072.533697
59397.541453,-222.061783,-8882.471304,1225.752797
59397.541763,-1332.370696,-7476.080014,-1838.629195
59397.542073,-2368.659014,-7772.162391,0.000000
59397.542382,0.000000,-8956.491898,1838.629195
59397.542692,-74.020594,-8290.306550,-76.609550
59397.543002,0.000000,-9548.656652,1838.629195
59397.543312,2294.638420,-11843.295072,3294.210641
59397.543621,0.000000,-8660.409521,766.095498
59397.543931,-148.041188,-9178.553681,1302.362347
59397.544241,-370.102971,-9104.533087,842.705048
59397.544551,-370.102971,-9252.574275,536.266849
59397.544860,-74.020594,-8290.306550,229.828649
59397.545170,-1776.494261,-7476.080014,0.000000
59397.545480,-1776.494261,-8068.244768,0.000000
59397.545790,2294.638420,-11843.295072,2374.896044
59397.546099,0.000000,-7179.997637,0.000000
59397.546409,2590.720797,-10288.862594,3524.039291
59397.546719,0.000000,-7476.080014,306.438199
59397.547029,1036.288319,-8882.471304,689.485948
59397.547338,1406.391290,-8882.471304,689.485948
59397.547648,2220.617826,-8956.491898,1072.533697
59397.547958,3478.967927,-9474.636058,1762.019645
59397.548268,1998.556043,-8882.471304,-76.609550
59397.548577,888.247130,-7772.162391,-2451.505594
59397.548887,5551.544565,-11843.295072,2987.772442
59397.549197,1850.514855,-8068.244768,0.000000
59397.549507,2368.659014,-9548.656652,2451.505594
59397.549816,1628.453072,-8364.327145,0.000000
59397.550126,3404.947333,-9252.574275,689.485948
59397.550436,4367.215058,-9326.594869,1149.143247
59397.550746,4885.359217,-8956.491898,1608.800546
59397.551055,7031.956449,-10658.965565,3600.648841
59397.551365,7031.956449,-9474.636058,2068.457845
59397.551675,5847.626942,-6883.915261,-995.924147
59397.551985,5921.647536,-9548.656652,2451.505594
59397.552294,6439.791695,-9178.553681,-76.609550
59397.552604,2368.659014,-5995.668130,0.000000
59397.552914,6439.791695,-9400.615463,-536.266849
59397.553224,5625.565159,-9696.697840,0.000000
59397.553533,5625.565159,-10214.842000,-383.047749
59397.553843,4885.359217,-11325.150913,0.000000
59397.554153,4737.318029,-13693.809927,2451.505594
59397.554463,3478.967927,-14063.912898,1149.143247
59397.554772,3478.967927,-11843.295072,-76.609550
59397.555082,0.000000,-7476.080014,0.000000
59397.555392,4663.297435,-8882.471304,2374.896044
59397.555702,2886.803174,-3034.844362,0.000000
59397.556011,7031.956449,-4737.318029,2987.772442
59397.556321,7846.182985,-3775.050304,2911.162892
59397.556631,9548.656652,-4737.318029,3447.429741
59397.556941,10066.800811,-5699.585753,2834.553343
59397.557250,5329.482782,-9548.656652,1838.629195
59397.557560,2960.823768,-12509.480420,-1225.752797
59397.557870,-666.185348,-18949.272115,-229.828649
59397.558180,-4811.338623,-15248.242405,-5362.668486
59397.558489,-4737.318029,-16062.468941,-2451.505594
59397.558799,-2442.679609,-11843.295072,-3140.991542
59397.559109,-740.205942,-9252.574275,-76.609550
59397.559418,1480.411884,-7254.018232,2451.505594
59397.559728,5477.523971,-5107.421000,5439.278036
59397.560038,5995.668130,-4811.338623,6435.202183
59397.560348,2368.659014,-2442.679609,4903.011187
59397.560657,1480.411884,-3034.844362,3983.696590
59397.560967,3552.988522,-4811.338623,5822.325785
59397.561277,4663.297435,-4737.318029,2068.457845
59397.561587,1184.329507,-5995.668130,0.000000
59397.561896,2294.638420,-13915.871710,-76.609550
59397.562206,-4589.276840,-16876.695478,-3370.820191
59397.562516,-7179.997637,-20355.663405,-4366.744339
59397.562826,-7105.977043,-17098.757260,-4826.401637
59397.563135,-4737.318029,-12953.603985,-3294.210641
59397.563445,-2442.679609,-6143.709319,-2451.505594
59397.563755,1184.329507,-4811.338623,919.314598
59397.564065,2960.823768,-3627.009116,4903.011187
59397.564374,8216.285956,-5921.647536,7277.907231
59397.564684,5921.647536,-3034.844362,5515.887586
59397.564994,11473.192101,-5921.647536,9116.536426
59397.565304,8290.306550,-2590.720797,5822.325785
59397.565613,6217.729913,-5477.523971,4749.792088
59397.565923,1332.370696,-9844.739029,306.438199
59397.566233,-3108.864956,-14656.077652,-3753.867940
59397.566543,-2738.761985,-16580.613101,-6281.983084
59397.566852,-4219.173869,-15766.386565,-6894.859482
59397.567162,-8290.306550,-14285.974681,-7354.516781
59397.567472,-3627.009116,-15396.283594,-2528.115143
59397.567782,-2072.576638,-9548.656652,-2221.676944
59397.568091,6217.729913,-4515.256246,3983.696590
59397.568401,13545.768739,-1184.329507,7584.345430
59397.568711,14508.036463,-222.061783,9269.755526
59397.569021,13175.665768,-4515.256246,9806.022374
59397.569330,10732.986159,-5699.585753,4903.011187
59397.569640,5921.647536,-7476.080014,3677.258390
59397.569950,2220.617826,-9178.553681,-1225.752797
59397.570260,-74.020594,-14211.954086,-2834.553343
59397.570569,-4737.318029,-13101.645173,-7124.688131
59397.570879,-888.247130,-16654.633695,-2451.505594
59397.571189,4663.297435,-17024.736666,-76.609550
59397.571499,2368.659014,-11473.192101,-995.924147
59397.571808,1628.453072,-10584.944971,-536.266849
59397.572118,3997.112087,-10066.800811,1762.019645
59397.572428,8438.347739,-5699.585753,4673.182538
59397.572738,7624.121203,-3256.906145,4749.792088
59397.573047,4367.215058,-4737.318029,2374.896044
59397.573357,1184.329507,-4811.338623,306.438199
59397.573667,7328.038826,-11399.171507,3600.648841
59397.573977,2738.761985,-9548.656652,0.000000
59397.574286,-4145.153275,-12509.480420,0.000000
59397.574596,-4811.338623,-17024.736666,-3140.991542
59397.574906,-5255.462188,-15396.283594,-4060.306139
59397.575216,-5625.565159,-13619.789333,-2298.286494
59397.575525,-5699.585753,-11029.068536,-689.485948
59397.575835,-592.164754,-8956.491898,919.314598
59397.576145,4737.318029,-4811.338623,3064.381992
59397.576455,7920.203579,-6513.812290,6665.030833
59397.576764,0.000000,-4811.338623,3753.867940
59397.577074,-1258.350101,-8882.471304,4826.401637
59397.577384,-1258.350101,-7402.059420,-76.609550
59397.577694,-6513.812290,-8438.347739,-1532.190996
59397.578003,-8734.430116,-11473.192101,-1072.533697
59397.578313,-6587.832884,-10807.006753,-1532.190996
59397.578623,-2738.761985,-9400.615463,0.000000
59397.578933,-3923.091493,-10658.965565,-995.924147
59397.579242,-5995.668130,-13027.624579,-76.609550
59397.579552,-7105.977043,-7772.162391,0.000000
59397.579862,740.205942,-8290.306550,3600.648841
59397.580172,-3034.844362,-3775.050304,1762.019645
59397.580481,-3256.906145,-6291.750507,2451.505594
59397.580791,222.061783,-7031.956449,3830.477490
59397.581101,2886.803174,-4885.359217,3370.820191
59397.581411,148.041188,-7476.080014,1685.410096
59397.581720,-4959.379811,-10658.965565,-76.609550
59397.582030,-7105.977043,-12805.562797,0.000000
59397.582340,-6513.812290,-11029.068536,-1838.629195
59397.582650,-6587.832884,-12435.459826,-1915.238745
59397.582959,-9474.636058,-10732.986159,-2451.505594
59397.583269,-74.020594,-11251.130318,1762.019645
59397.583579,5551.544565,-5921.647536,3294.210641
59397.583889,3182.885551,-5995.668130,3294.210641
59397.584198,2294.638420,-7846.182985,4213.525239
59397.584508,2294.638420,-7402.059420,3830.477490
59397.584818,2368.659014,-5403.503377,2451.505594
59397.585128,-74.020594,-8882.471304,-76.609550
59397.585437,-1258.350101,-8882.471304,-689.485948
59397.585747,1184.329507,-10140.821405,1225.752797
59397.586057,4663.297435,-13619.789333,-76.609550
59397.586367,0.000000,-10140.821405,-459.657299
59397.586676,-2368.659014,-12213.398043,0.000000
59397.586986,1406.391290,-12139.377449,383.047749
59397.587296,1850.514855,-9474.636058,536.266849
59397.587606,-296.082377,-7772.162391,-612.876398
59397.587915,-74.020594,-8882.471304,-76.609550
59397.588225,3552.988522,-5995.668130,1225.752797
59397.588535,9474.636058,-5699.585753,4290.134789
59397.588845,5847.626942,-5847.626942,2374.896044
59397.589154,1776.494261,-9548.656652,3677.258390
59397.589464,-74.020594,-9474.636058,-383.047749
59397.589774,2294.638420,-9474.636058,-1302.362347
59397.590084,-2146.597232,-10362.883188,-2298.286494
59397.590393,-2368.659014,-12435.459826,-1455.581446
59397.590703,2294.638420,-10140.821405,76.609550
59397.591013,4737.318029,-8364.327145,612.876398
59397.591322,3478.967927,-10362.883188,1762.019645
59397.591632,-1554.432478,-9622.677246,0.000000
59397.591942,592.164754,-9548.656652,2451.505594
59397.592251,2294.638420,-6513.812290,-689.485948
59397.592561,-962.267725,-8882.471304,-76.609550
59397.592871,-1406.391290,-10066.800811,2681.334243
59397.593180,2294.638420,-9178.553681,-76.609550
59397.593490,1184.329507,-5403.503377,0.000000
59397.593800,-666.185348,-9178.553681,766.095498
59397.594109,-5921.647536,-8364.327145,-2145.067394
59397.594419,-1776.494261,-10732.986159,1225.752797
59397.594728,-74.020594,-9474.636058,-76.609550
59397.595038,-4737.318029,-8364.327145,0.000000
59397.595348,-2442.679609,-10658.965565,-76.609550
59397.595657,0.000000,-5995.668130,1225.752797
59397.595967,1628.453072,-6069.688724,1532.190996
59397.596277,-1628.453072,-7772.162391,766.095498
59397.596586,-4515.256246,-10288.862594,459.657299
59397.596896,-3108.864956,-10066.800811,689.485948
59397.597206,-74.020594,-11547.212695,2374.896044
59397.597515,-4515.256246,-8660.409521,-1302.362347
59397.597825,-5921.647536,-8956.491898,0.000000
59397.598135,2294.638420,-11547.212695,4826.401637
59397.598444,0.000000,-4811.338623,612.876398
59397.598754,-74.020594,-8882.471304,2374.896044
59397.599064,-2738.761985,-11103.089130,2681.334243
59397.599373,-814.226536,-8290.306550,1915.238745
59397.599683,0.000000,-7772.162391,1838.629195
59397.599993,-2146.597232,-7328.038826,229.828649
59397.600302,-4737.318029,-7476.080014,0.000000
59397.600612,1924.535449,-8364.327145,1991.848295
59397.600922,3775.050304,-9178.553681,2374.896044
59397.601231,-3330.926739,-7179.997637,0.000000
59397.601541,-814.226536,-13619.789333,2451.505594
59397.601851,-2368.659014,-11029.068536,1225.752797
59397.602160,-1184.329507,-9548.656652,0.000000
59397.602470,-3182.885551,-9992.780217,-383.047749
59397.602780,-2368.659014,-9622.677246,76.609550
59397.603089,3108.864956,-8068.244768,2451.505594
59397.603399,7031.956449,-7105.977043,3600.648841
59397.603708,370.102971,-6957.935855,1149.143247
59397.604018,-2368.659014,-8512.368333,612.876398
59397.604328,2294.638420,-9474.636058,-76.609550
59397.604637,1480.411884,-8956.491898,919.314598
59397.604947,-74.020594,-8290.306550,-1915.238745
59397.605257,0.000000,-10584.944971,612.876398
59397.605566,4145.153275,-8956.491898,1915.238745
59397.605876,4589.276840,-8512.368333,1455.581446
59397.606186,0.000000,-9326.594869,-229.828649
59397.606495,-2960.823768,-10732.986159,0.000000
59397.606805,-74.020594,-11399.171507,-689.485948
59397.607115,0.000000,-9030.512492,-1149.143247
59397.607424,-2442.679609,-9030.512492,-1378.971896
59397.607734,-1554.432478,-9326.594869,-536.266849
59397.608044,4663.297435,-7698.141797,1149.143247
59397.608353,5255.462188,-4811.338623,0.000000
59397.608663,3478.967927,-10584.944971,3907.087040
59397.608973,-2368.659014,-9548.656652,612.876398
59397.609282,1554.432478,-11029.068536,2221.676944
59397.609592,-666.185348,-7328.038826,612.876398
59397.609902,-2368.659014,-9474.636058,-76.609550
59397.610211,-1628.453072,-9696.697840,612.876398
59397.610521,2590.720797,-8216.285956,1762.019645
59397.610831,3034.844362,-7179.997637,1302.362347
59397.611140,-74.020594,-9474.636058,-76.609550
59397.611450,-4367.215058,-10658.965565,-1608.800546
59397.611760,-3552.988522,-10140.821405,0.000000
59397.612069,-74.020594,-11843.295072,-383.047749
59397.612379,-5255.462188,-9252.574275,-2681.334243
59397.612689,-3552.988522,-9622.677246,-1838.629195
59397.612998,2368.659014,-8882.471304,2451.505594
59397.613308,2886.803174,-7105.977043,2604.724693
59397.613617,-1258.350101,-8956.491898,2451.505594
59397.613927,-2886.803174,-10140.821405,3064.381992
59397.614237,1036.288319,-10510.924376,4826.401637
59397.614546,-74.020594,-9474.636058,3600.648841
59397.614856,-6513.812290,-5403.503377,0.000000
59397.615166,-2812.782580,-9474.636058,2451.505594
59397.615475,1998.556043,-7105.977043,1762.019645
59397.615785,4071.132681,-6809.894666,766.095498
