#time,accel_x,accel_y,accel_z
59420.645753,-592.164754,-9030.512492,383.047749
59420.646063,-148.041188,-9252.574275,1072.533697
59420.646373,-74.020594,-9326.594869,612.876398
59420.646683,0.000000,-9548.656652,2451.505594
59420.646992,888.247130,-10362.883188,1991.848295
59420.647302,-74.020594,-9474.636058,-76.609550
59420.647612,-2960.823768,-6587.832884,0.000000
59420.647922,1406.391290,-10584.944971,1762.019645
59420.648231,-666.185348,-7698.141797,-1915.238745
59420.648541,-74.020594,-9474.636058,1762.019645
59420.648851,-592.164754,-8882.471304,689.485948
59420.649161,-370.102971,-9104.533087,766.095498
59420.649470,-370.102971,-9252.574275,842.705048
59420.649780,-2368.659014,-7179.997637,612.876398
59420.650090,0.000000,-9548.656652,1225.752797
59420.650400,1110.308913,-11251.130318,2374.896044
59420.650709,-2368.659014,-7179.997637,0.000000
59420.651019,1110.308913,-10362.883188,2298.286494
59420.651329,-74.020594,-9474.636058,-76.609550
59420.651639,0.000000,-9474.636058,1302.362347
59420.651948,-148.041188,-9030.512492,842.705048
59420.652258,-370.102971,-9104.533087,995.924147
59420.652568,0.000000,-8956.491898,919.314598
59420.652877,-2368.659014,-7179.997637,0.000000
59420.653187,0.000000,-8364.327145,153.219100
59420.653497,0.000000,-9548.656652,1838.629195
59420.653807,-74.020594,-8882.471304,-76.609550
59420.654116,0.000000,-8364.327145,612.876398
59420.654426,-74.020594,-10658.965565,2374.896044
59420.654736,0.000000,-9030.512492,1225.752797
59420.655046,-74.020594,-9474.636058,842.705048
59420.655355,-148.041188,-8956.491898,689.485948
59420.655665,0.000000,-9104.533087,766.095498
59420.655975,-1850.514855,-7105.977043,0.000000
59420.656285,-1776.494261,-7920.203579,0.000000
59420.656594,0.000000,-7772.162391,0.000000
59420.656904,-74.020594,-8882.471304,-76.609550
59420.657214,0.000000,-9548.656652,1225.752797
59420.657524,1702.473667,-11251.130318,1762.019645
59420.657833,-1184.329507,-8364.327145,383.047749
59420.658143,-518.144159,-9104.533087,383.047749
59420.658453,-296.082377,-9104.533087,766.095498
59420.658762,-148.041188,-9400.615463,536.266849
59420.659072,-74.020594,-8882.471304,-689.485948
59420.659382,-962.267725,-8290.306550,383.047749
59420.659692,-2368.659014,-7179.997637,0.000000
59420.660001,2294.638420,-10658.965565,1762.019645
59420.660311,-1184.329507,-8660.409521,612.876398
59420.660621,444.123565,-9992.780217,2604.724693
59420.660931,-1184.329507,-8364.327145,306.438199
59420.661240,0.000000,-9252.574275,1072.533697
59420.661550,0.000000,-9178.553681,689.485948
59420.661860,-296.082377,-9252.574275,536.266849
59420.662170,1998.556043,-10658.965565,-76.609550
59420.662479,-74.020594,-8882.471304,1149.143247
59420.662789,-3552.988522,-7179.997637,0.000000
59420.663099,1406.391290,-10955.047942,2681.334243
59420.663409,-1480.411884,-7772.162391,0.000000
59420.663718,-74.020594,-9178.553681,229.828649
59420.664028,-74.020594,-9918.759623,1455.581446
59420.664338,-296.082377,-9400.615463,536.266849
59420.664648,-74.020594,-9326.594869,766.095498
59420.664957,-370.102971,-8808.450710,689.485948
59420.665267,-2368.659014,-8364.327145,612.876398
59420.665577,0.000000,-9104.533087,0.000000
59420.665886,-74.020594,-9474.636058,-76.609550
59420.666196,-2368.659014,-7772.162391,0.000000
59420.666506,-74.020594,-9474.636058,1149.143247
59420.666816,0.000000,-8956.491898,1225.752797
59420.667125,-370.102971,-8882.471304,536.266849
59420.667435,-444.123565,-9252.574275,766.095498
59420.667745,-296.082377,-9252.574275,919.314598
59420.668055,-296.082377,-9030.512492,536.266849
59420.668364,-74.020594,-9178.553681,1149.143247
59420.668674,-74.020594,-9474.636058,-76.609550
59420.668984,-2368.659014,-7179.997637,0.000000
59420.669294,740.205942,-10214.842000,1991.848295
59420.669603,-1110.308913,-7772.162391,0.000000
59420.669913,-888.247130,-7920.203579,0.000000
59420.670223,-222.061783,-9400.615463,1149.143247
59420.670533,-370.102971,-9030.512492,1149.143247
59420.670842,-222.061783,-9252.574275,1149.143247
59420.671152,-518.144159,-8882.471304,995.924147
59420.671462,0.000000,-8364.327145,612.876398
59420.671772,-2368.659014,-7179.997637,0.000000
59420.672081,2294.638420,-10658.965565,2068.457845
59420.672391,-1776.494261,-8068.244768,0.000000
59420.672701,1702.473667,-11843.295072,2374.896044
59420.673010,666.185348,-8882.471304,2374.896044
59420.673320,592.164754,-8660.409521,842.705048
59420.673630,962.267725,-8586.388927,995.924147
59420.673940,1036.288319,-8808.450710,1149.143247
59420.674249,1406.391290,-8660.409521,0.000000
59420.674559,2294.638420,-9474.636058,842.705048
