#time,accel_x,accel_y,accel_z
58741.968571,-74.020594,-9474.636058,-76.609550
58741.968880,1110.308913,-10658.965565,2221.676944
58741.969190,-1776.494261,-7550.100608,0.000000
58741.969499,0.000000,-9548.656652,2221.676944
58741.969809,-2886.803174,-6587.832884,0.000000
58741.970118,0.000000,-10362.883188,3983.696590
58741.970427,-1184.329507,-8068.244768,306.438199
58741.970737,-222.061783,-9104.533087,842.705048
58741.971046,-370.102971,-9178.553681,842.705048
58741.971356,-148.041188,-9252.574275,995.924147
58741.971665,1702.473667,-9474.636058,1762.019645
58741.971975,1110.308913,-10658.965565,2068.457845
58741.972284,-1776.494261,-7624.121203,0.000000
58741.972593,444.123565,-10140.821405,2374.896044
58741.972903,-2368.659014,-7179.997637,0.000000
58741.973212,296.082377,-10732.986159,1991.848295
58741.973522,-1036.288319,-8364.327145,306.438199
58741.973831,-148.041188,-9104.533087,1149.143247
58741.974141,-74.020594,-9400.615463,842.705048
58741.974450,-222.061783,-8956.491898,995.924147
58741.974759,1998.556043,-10658.965565,1455.581446
58741.975069,2294.638420,-11843.295072,2374.896044
58741.975378,-2072.576638,-7476.080014,0.000000
58741.975688,518.144159,-10288.862594,2374.896044
58741.975997,-2960.823768,-7179.997637,0.000000
58741.976307,0.000000,-9548.656652,2451.505594
58741.976616,-1036.288319,-8734.430116,612.876398
58741.976926,-148.041188,-9400.615463,1149.143247
58741.977235,-370.102971,-8956.491898,766.095498
58741.977544,-296.082377,-8882.471304,1225.752797
58741.977854,1702.473667,-10658.965565,1915.238745
58741.978163,1554.432478,-10658.965565,2374.896044
58741.978473,-370.102971,-8586.388927,-229.828649
58741.978782,0.000000,-8956.491898,1225.752797
58741.979092,-74.020594,-8882.471304,-76.609550
58741.979401,0.000000,-8364.327145,1532.190996
58741.979710,-1184.329507,-8512.368333,0.000000
58741.980020,-592.164754,-8882.471304,919.314598
58741.980329,-296.082377,-8956.491898,1072.533697
58741.980639,-370.102971,-9178.553681,459.657299
58741.980948,1110.308913,-10658.965565,1838.629195
58741.981258,740.205942,-10436.903782,2374.896044
58741.981567,-74.020594,-8586.388927,-76.609550
58741.981876,0.000000,-8956.491898,2451.505594
58741.982186,-74.020594,-8290.306550,-76.609550
58741.982495,-2368.659014,-7179.997637,1225.752797
58741.982805,-1184.329507,-8290.306550,229.828649
58741.983114,-518.144159,-8808.450710,612.876398
58741.983424,-370.102971,-9252.574275,842.705048
58741.983733,-370.102971,-9326.594869,919.314598
58741.984042,1110.308913,-11103.089130,2068.457845
58741.984352,444.123565,-9992.780217,1838.629195
58741.984661,-74.020594,-9326.594869,-76.609550
58741.984971,0.000000,-8956.491898,2528.115143
58741.985280,-74.020594,-8290.306550,-76.609550
58741.985590,0.000000,-7179.997637,612.876398
58741.985899,-666.185348,-8586.388927,229.828649
58741.986209,-296.082377,-8956.491898,995.924147
58741.986518,-148.041188,-9400.615463,919.314598
58741.986827,-370.102971,-9326.594869,842.705048
58741.987137,0.000000,-10140.821405,1225.752797
58741.987446,0.000000,-9548.656652,1532.190996
58741.987756,-74.020594,-10658.965565,1762.019645
58741.988065,-1480.411884,-7476.080014,0.000000
58741.988375,1998.556043,-11547.212695,2987.772442
58741.988684,-1776.494261,-7179.997637,0.000000
58741.988993,-370.102971,-8882.471304,766.095498
58741.989303,-666.185348,-8956.491898,612.876398
58741.989612,0.000000,-9104.533087,1149.143247
58741.989922,-296.082377,-8956.491898,1072.533697
58741.990231,0.000000,-8956.491898,1225.752797
58741.990541,0.000000,-8364.327145,919.314598
58741.990850,1628.453072,-10362.883188,2298.286494
58741.991159,-1776.494261,-7772.162391,0.000000
58741.991469,2294.638420,-11843.295072,2374.896044
58741.991778,-2368.659014,-6587.832884,0.000000
58741.992088,-74.020594,-8882.471304,689.485948
58741.992397,-370.102971,-9030.512492,689.485948
58741.992707,-518.144159,-8882.471304,842.705048
58741.993016,-370.102971,-9104.533087,612.876398
58741.993326,0.000000,-8364.327145,919.314598
58741.993635,0.000000,-8956.491898,612.876398
58741.993944,-74.020594,-9474.636058,1762.019645
58741.994254,-1184.329507,-8364.327145,1838.629195
58741.994563,-74.020594,-8882.471304,-76.609550
58741.994873,-2368.659014,-5995.668130,0.000000
58741.995182,-74.020594,-9326.594869,842.705048
58741.995492,-148.041188,-9326.594869,842.705048
58741.995801,-74.020594,-9178.553681,995.924147
58741.996110,-222.061783,-9030.512492,1072.533697
58741.996420,0.000000,-7476.080014,612.876398
58741.996729,0.000000,-8364.327145,1225.752797
58741.997039,1702.473667,-10658.965565,1762.019645
58741.997348,-1036.288319,-7920.203579,0.000000
58741.997658,2294.638420,-10658.965565,-76.609550
58741.997967,-2368.659014,-6587.832884,0.000000
58741.998276,-74.020594,-9474.636058,842.705048
58741.998586,-370.102971,-8956.491898,919.314598
58741.998895,-666.185348,-8956.491898,766.095498
58741.999205,-444.123565,-9030.512492,995.924147
58741.999514,0.000000,-7179.997637,383.047749
58741.999824,-2368.659014,-7772.162391,0.000000
58742.000133,1110.308913,-10658.965565,1762.019645
58742.000443,-1702.473667,-7846.182985,0.000000
58742.000752,-74.020594,-9474.636058,-76.609550
58742.001061,-1850.514855,-7179.997637,0.000000
58742.001371,-74.020594,-9474.636058,1149.143247
58742.001680,-740.205942,-8512.368333,612.876398
58742.001990,-296.082377,-8956.491898,306.438199
58742.002299,-148.041188,-9400.615463,689.485948
58742.002609,-2368.659014,-7476.080014,612.876398
58742.002918,-2368.659014,-7476.080014,0.000000
58742.003227,1406.391290,-10658.965565,2374.896044
58742.003537,-1184.329507,-7772.162391,0.000000
58742.003846,2294.638420,-11843.295072,2987.772442
58742.004156,-962.267725,-7550.100608,-842.705048
58742.004465,-74.020594,-9474.636058,1302.362347
58742.004775,-222.061783,-9178.553681,536.266849
58742.005084,-222.061783,-9030.512492,842.705048
58742.005393,-666.185348,-9178.553681,689.485948
58742.005703,-2368.659014,-8068.244768,459.657299
58742.006012,-2368.659014,-7476.080014,0.000000
58742.006322,592.164754,-10066.800811,2068.457845
58742.006631,-962.267725,-8216.285956,0.000000
58742.006941,2294.638420,-11843.295072,3294.210641
58742.007250,-74.020594,-8290.306550,-689.485948
58742.007560,0.000000,-9178.553681,842.705048
58742.007869,-148.041188,-9104.533087,1225.752797
58742.008178,-296.082377,-9104.533087,766.095498
58742.008488,-370.102971,-9030.512492,689.485948
58742.008797,-2072.576638,-8068.244768,229.828649
58742.009107,-2220.617826,-7179.997637,0.000000
58742.009416,0.000000,-9696.697840,1378.971896
58742.009726,-74.020594,-7772.162391,-1762.019645
58742.010035,0.000000,-9548.656652,2451.505594
58742.010344,-74.020594,-8882.471304,-76.609550
58742.010654,-74.020594,-9474.636058,1685.410096
58742.010963,-370.102971,-9178.553681,383.047749
58742.011273,-370.102971,-9104.533087,689.485948
58742.011582,-592.164754,-9030.512492,766.095498
58742.011892,-2368.659014,-8364.327145,536.266849
58742.012201,-2072.576638,-7179.997637,0.000000
58742.012510,-592.164754,-8808.450710,842.705048
58742.012820,-148.041188,-7698.141797,-1302.362347
58742.013129,0.000000,-9548.656652,1225.752797
58742.013439,-74.020594,-9474.636058,-76.609550
58742.013748,-740.205942,-8882.471304,612.876398
58742.014058,-74.020594,-9400.615463,842.705048
58742.014367,-222.061783,-9178.553681,842.705048
58742.014677,-74.020594,-9030.512492,1455.581446
58742.014986,-1258.350101,-8586.388927,536.266849
58742.015295,-1554.432478,-7476.080014,0.000000
58742.015605,0.000000,-9548.656652,1225.752797
58742.015914,-74.020594,-9474.636058,-76.609550
58742.016224,-2368.659014,-7772.162391,612.876398
58742.016533,-74.020594,-9474.636058,1762.019645
58742.016843,74.020594,-9696.697840,1685.410096
58742.017152,-222.061783,-9252.574275,1072.533697
58742.017461,-222.061783,-9104.533087,919.314598
58742.017771,-592.164754,-9178.553681,1149.143247
58742.018080,-1554.432478,-8290.306550,1149.143247
58742.018390,-74.020594,-8882.471304,536.266849
58742.018699,-1776.494261,-7920.203579,306.438199
58742.019009,-74.020594,-9474.636058,-76.609550
58742.019318,-3552.988522,-7179.997637,0.000000
58742.019627,1702.473667,-10658.965565,1455.581446
58742.019937,-592.164754,-8660.409521,612.876398
58742.020246,-370.102971,-9178.553681,536.266849
58742.020556,-444.123565,-8956.491898,459.657299
58742.020865,-296.082377,-8956.491898,842.705048
58742.021175,-74.020594,-9474.636058,1762.019645
58742.021484,-74.020594,-9178.553681,-76.609550
58742.021793,-1776.494261,-7772.162391,0.000000
58742.022103,-74.020594,-9474.636058,-76.609550
58742.022412,-3256.906145,-6587.832884,0.000000
58742.022722,-74.020594,-9474.636058,2374.896044
58742.023031,-814.226536,-8734.430116,919.314598
58742.023341,-222.061783,-9326.594869,919.314598
58742.023650,-370.102971,-9178.553681,842.705048
58742.023960,-296.082377,-9030.512492,689.485948
58742.024269,-74.020594,-9474.636058,2374.896044
58742.024578,-74.020594,-9474.636058,-76.609550
58742.024888,-1776.494261,-8364.327145,0.000000
58742.025197,-74.020594,-9178.553681,-76.609550
58742.025507,0.000000,-8956.491898,1225.752797
58742.025816,2294.638420,-10658.965565,2374.896044
58742.026126,-888.247130,-8364.327145,459.657299
58742.026435,-444.123565,-9178.553681,842.705048
58742.026744,-370.102971,-8882.471304,842.705048
58742.027054,-222.061783,-9252.574275,995.924147
58742.027363,-74.020594,-10362.883188,1685.410096
58742.027673,-74.020594,-9474.636058,1149.143247
58742.027982,-1776.494261,-8364.327145,0.000000
58742.028291,-74.020594,-8882.471304,-76.609550
58742.028601,0.000000,-8364.327145,1225.752797
58742.028910,2294.638420,-10658.965565,3447.429741
58742.029220,-1184.329507,-8068.244768,0.000000
58742.029529,-1776.494261,-7920.203579,0.000000
58742.029838,-518.144159,-9178.553681,612.876398
58742.030148,-518.144159,-9104.533087,766.095498
58742.030457,-74.020594,-9474.636058,2681.334243
58742.030767,-74.020594,-9474.636058,1762.019645
