#time,accel_x,accel_y,accel_z
59518.398955,666.185348,-9474.636058,-76.609550
59518.399265,0.000000,-8364.327145,612.876398
59518.399575,1702.473667,-10362.883188,-76.609550
59518.399884,-740.205942,-8660.409521,766.095498
59518.400194,-222.061783,-9326.594869,1225.752797
59518.400504,-222.061783,-9252.574275,995.924147
59518.400813,-518.144159,-9178.553681,1225.752797
59518.401123,-74.020594,-9474.636058,1762.019645
59518.401433,1702.473667,-10658.965565,1762.019645
59518.401743,-1776.494261,-7772.162391,0.000000
59518.402052,1036.288319,-11843.295072,2374.896044
59518.402362,-2960.823768,-7179.997637,0.000000
59518.402672,740.205942,-9696.697840,1762.019645
59518.402981,-518.144159,-8808.450710,229.828649
59518.403291,-444.123565,-9104.533087,766.095498
59518.403601,0.000000,-8956.491898,689.485948
59518.403911,-370.102971,-8660.409521,0.000000
59518.404220,1110.308913,-9918.759623,2374.896044
59518.404530,1998.556043,-10658.965565,2374.896044
59518.404840,-1776.494261,-7772.162391,0.000000
59518.405149,814.226536,-11843.295072,2374.896044
59518.405459,-2960.823768,-7772.162391,0.000000
59518.405769,0.000000,-10658.965565,2834.553343
59518.406079,-666.185348,-8882.471304,612.876398
59518.406388,-296.082377,-8956.491898,919.314598
59518.406698,-370.102971,-9252.574275,459.657299
59518.407008,-222.061783,-8660.409521,0.000000
59518.407317,296.082377,-9400.615463,1225.752797
59518.407627,0.000000,-9548.656652,1378.971896
59518.407937,-74.020594,-9326.594869,-76.609550
59518.408247,0.000000,-7772.162391,1225.752797
59518.408556,-74.020594,-9474.636058,-76.609550
59518.408866,-1480.411884,-9696.697840,2145.067394
59518.409176,-74.020594,-9326.594869,1149.143247
59518.409485,-370.102971,-9104.533087,612.876398
59518.409795,-592.164754,-9030.512492,689.485948
59518.410105,-296.082377,-7772.162391,0.000000
59518.410415,0.000000,-8956.491898,0.000000
59518.410724,0.000000,-8660.409521,1225.752797
59518.411034,-74.020594,-9474.636058,842.705048
59518.411344,0.000000,-9548.656652,2451.505594
59518.411654,-74.020594,-8882.471304,-76.609550
59518.411963,-1480.411884,-8364.327145,1225.752797
59518.412273,-148.041188,-9474.636058,842.705048
59518.412583,-518.144159,-9178.553681,842.705048
59518.412892,-740.205942,-8956.491898,536.266849
59518.413202,-518.144159,-8734.430116,842.705048
59518.413512,-1184.329507,-7772.162391,-1991.848295
59518.413822,-2368.659014,-7772.162391,0.000000
59518.414131,814.226536,-10214.842000,1762.019645
59518.414441,-1776.494261,-7772.162391,612.876398
59518.414751,-74.020594,-9474.636058,2374.896044
59518.415060,-1036.288319,-7476.080014,0.000000
59518.415370,74.020594,-9474.636058,1149.143247
59518.415680,-222.061783,-9252.574275,689.485948
59518.415990,-370.102971,-9178.553681,919.314598
59518.416299,-74.020594,-9474.636058,-76.609550
59518.416609,-1332.370696,-7772.162391,-76.609550
59518.416919,-2368.659014,-7476.080014,0.000000
59518.417228,888.247130,-10066.800811,3600.648841
59518.417538,-1258.350101,-6957.935855,-995.924147
59518.417848,-1776.494261,-8364.327145,612.876398
59518.418158,-1184.329507,-7772.162391,0.000000
59518.418467,-444.123565,-8808.450710,766.095498
59518.418777,-74.020594,-9252.574275,1302.362347
59518.419087,-1480.411884,-8364.327145,76.609550
59518.419396,-74.020594,-10362.883188,2374.896044
59518.419706,-666.185348,-8290.306550,1762.019645
59518.420016,-666.185348,-8216.285956,0.000000
59518.420326,0.000000,-8956.491898,1838.629195
59518.420635,-74.020594,-8290.306550,-76.609550
59518.420945,-2368.659014,-7179.997637,0.000000
59518.421255,-518.144159,-8364.327145,-153.219100
59518.421564,-518.144159,-8956.491898,306.438199
59518.421874,-296.082377,-8882.471304,689.485948
59518.422184,-222.061783,-8956.491898,919.314598
59518.422494,1110.308913,-10214.842000,2987.772442
59518.422803,-74.020594,-10658.965565,2374.896044
59518.423113,-74.020594,-8882.471304,-76.609550
59518.423423,-1776.494261,-8364.327145,0.000000
59518.423732,-74.020594,-11251.130318,-76.609550
59518.424042,-2368.659014,-7179.997637,0.000000
59518.424352,-74.020594,-9474.636058,1149.143247
59518.424662,-518.144159,-9030.512492,612.876398
59518.424971,-444.123565,-9030.512492,766.095498
59518.425281,0.000000,-8882.471304,1225.752797
59518.425591,1184.329507,-8660.409521,2451.505594
59518.425900,2294.638420,-10658.965565,2987.772442
59518.426210,2294.638420,-9474.636058,1455.581446
59518.426520,0.000000,-7179.997637,0.000000
59518.426830,4663.297435,-11843.295072,2374.896044
59518.427139,0.000000,-5995.668130,-1685.410096
59518.427449,2886.803174,-9474.636058,1762.019645
59518.427759,1702.473667,-9178.553681,76.609550
59518.428069,2886.803174,-9252.574275,612.876398
59518.428378,2960.823768,-9474.636058,1072.533697
59518.428688,2368.659014,-8364.327145,0.000000
59518.428998,4367.215058,-10436.903782,1838.629195
59518.429307,4441.235652,-10214.842000,1762.019645
59518.429617,2812.782580,-8068.244768,0.000000
59518.429927,6439.791695,-9474.636058,2068.457845
59518.430237,4737.318029,-8586.388927,2374.896044
59518.430546,7031.956449,-9474.636058,2987.772442
59518.430856,5847.626942,-8586.388927,1608.800546
59518.431166,5329.482782,-8438.347739,1225.752797
59518.431475,5329.482782,-8660.409521,766.095498
59518.431785,4145.153275,-7179.997637,0.000000
59518.432095,5329.482782,-8364.327145,0.000000
59518.432405,6809.894666,-9918.759623,1072.533697
59518.432714,6143.709319,-8660.409521,-2451.505594
59518.433024,5329.482782,-10732.986159,1225.752797
59518.433334,5847.626942,-13027.624579,-76.609550
59518.433643,4145.153275,-13249.686362,1149.143247
59518.433953,2738.761985,-12287.418637,229.828649
59518.434263,2294.638420,-10881.027347,612.876398
59518.434573,2442.679609,-9252.574275,766.095498
59518.434882,1554.432478,-5403.503377,383.047749
59518.435192,2368.659014,-3034.844362,306.438199
59518.435502,5625.565159,-4515.256246,3064.381992
59518.435811,8216.285956,-3034.844362,229.828649
59518.436121,9474.636058,-5995.668130,4903.011187
59518.436431,8216.285956,-8882.471304,3600.648841
59518.436741,7105.977043,-12509.480420,612.876398
59518.437050,1924.535449,-15322.262999,-1072.533697
59518.437360,-3108.864956,-17912.983796,-3064.381992
59518.437670,-3552.988522,-17320.819043,-2681.334243
59518.437979,-3034.844362,-13619.789333,-4060.306139
59518.438289,-6439.791695,-9548.656652,-3600.648841
59518.438599,-2960.823768,-7179.997637,0.000000
59518.438909,4367.215058,-8882.471304,6052.154434
59518.439218,2368.659014,-2442.679609,3677.258390
59518.439528,7402.059420,-6291.750507,7507.735880
59518.439838,592.164754,-4219.173869,4290.134789
59518.440147,2072.576638,-4515.256246,3217.601092
59518.440457,2146.597232,-4737.318029,3294.210641
59518.440767,3034.844362,-4959.379811,1838.629195
59518.441077,2294.638420,-9474.636058,-76.609550
59518.441386,-1258.350101,-12879.583391,-2528.115143
59518.441696,-5921.647536,-17246.798449,-4290.134789
59518.442006,-6513.812290,-20207.622217,-2451.505594
59518.442315,-4811.338623,-16580.613101,-4979.620737
59518.442625,-4737.318029,-11917.315666,0.000000
59518.442935,0.000000,-5995.668130,0.000000
59518.443245,2442.679609,-6069.688724,3983.696590
59518.443554,5033.400406,-4441.235652,5515.887586
59518.443864,6217.729913,-4663.297435,5515.887586
59518.444174,9104.533087,-7105.977043,7277.907231
59518.444484,11177.109724,-3552.988522,4826.401637
59518.444793,7920.203579,-3552.988522,4826.401637
59518.445103,4737.318029,-5995.668130,3677.258390
59518.445413,2294.638420,-13619.789333,-76.609550
59518.445722,-4737.318029,-14285.974681,-4903.011187
59518.446032,-1998.556043,-16580.613101,-4826.401637
59518.446342,-2664.741391,-15544.324782,-4903.011187
59518.446652,-4145.153275,-14285.974681,-4673.182538
59518.446961,-3404.947333,-10066.800811,-4519.963438
59518.447271,1924.535449,-7328.038826,689.485948
59518.447581,9400.615463,-1776.494261,4213.525239
59518.447890,14137.933492,296.082377,6665.030833
59518.448200,13027.624579,-74.020594,7354.516781
59518.448510,15914.427753,-5625.565159,9729.412825
59518.448820,5921.647536,-3627.009116,1838.629195
59518.449129,6735.874072,-8290.306550,2068.457845
59518.449439,2294.638420,-10362.883188,-1455.581446
59518.449749,-2072.576638,-13397.727550,-4443.353888
59518.450058,-2220.617826,-15100.201217,-4979.620737
59518.450368,592.164754,-17838.963202,-919.314598
59518.450678,3478.967927,-16580.613101,995.924147
59518.450988,2886.803174,-12879.583391,-76.609550
59518.451297,0.000000,-9548.656652,0.000000
59518.451607,6883.915261,-11251.130318,2374.896044
59518.451917,6439.791695,-4145.153275,2374.896044
59518.452226,7920.203579,-4737.318029,5439.278036
59518.452536,3701.029710,-5625.565159,1455.581446
59518.452846,4737.318029,-7254.018232,1378.971896
59518.453156,7254.018232,-7550.100608,3217.601092
59518.453465,3552.988522,-7772.162391,2451.505594
59518.453775,0.000000,-11621.233289,-459.657299
59518.454085,-2442.679609,-14285.974681,-2145.067394
59518.454394,-74.020594,-14211.954086,-3140.991542
59518.454704,-4737.318029,-9548.656652,-3064.381992
59518.455014,-74.020594,-9474.636058,-76.609550
59518.455324,5773.606348,-9474.636058,2145.067394
59518.455633,7105.977043,-5921.647536,2681.334243
59518.455943,3627.009116,-7698.141797,2911.162892
59518.456253,3478.967927,-6291.750507,3524.039291
59518.456562,592.164754,-4811.338623,1225.752797
59518.456872,2368.659014,-5995.668130,1225.752797
59518.457182,1184.329507,-8956.491898,1838.629195
59518.457492,3478.967927,-9474.636058,-76.609550
59518.457801,0.000000,-9548.656652,0.000000
59518.458111,-74.020594,-14211.954086,-76.609550
59518.458421,-3849.070898,-13397.727550,-2145.067394
59518.458730,-2738.761985,-11547.212695,-612.876398
59518.459040,1850.514855,-8068.244768,689.485948
59518.459350,3997.112087,-6069.688724,1991.848295
59518.459660,4663.297435,-4515.256246,1608.800546
59518.459969,3849.070898,-4811.338623,2757.943793
